id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude,2025-239276,2025-01-03,000001,Vente,160000,142,Unnamed: 6,RUE LAREVELLIERE,4650,49100,49007,Angers,49,Unnamed: 13,Unnamed: 14,49007000CI0009,Unnamed: 16,Unnamed: 17,60,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,1,3,Dépendance,Unnamed: 31,0,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,-0.52765,47.471092,annee,mois,prix_m2,type_encode
2024-593649,2024-07-03,1.0,Vente,220500.0,2.0,,RUE JACQUES CARTIER,4151,49100.0,49007.0,Angers,49.0,,,49007000BK0913,,,3.0,65.25,,,,,,,,,1.0,2.0,Appartement,66.0,3.0,,,,,,-0.533884,47.480726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,7,3340.909090909091,0
2024-593652,2024-06-21,1.0,Vente,105000.0,135.0,,BD ELISABETH BOSELLI,2756,49100.0,49007.0,Angers,49.0,,,49007000AI0209,,,34.0,28.68,,,,,,,,,1.0,2.0,Appartement,30.0,2.0,,,,,,-0.572741,47.494495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,6,3500.0,0
2024-593653,2024-06-19,1.0,Vente,177000.0,33.0,,RUE ABBE FREMOND,0032,49100.0,49007.0,Angers,49.0,,,49007000AN0836,,,10.0,,,,,,,,,,1.0,2.0,Appartement,79.0,3.0,,,,,,-0.562544,47.485807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,6,2240.506329113924,0
2024-593656,2024-06-18,1.0,Vente,450000.0,29.0,B,RUE D EPLUCHARD,2840,49000.0,49007.0,Angers,49.0,,,49007000CX0222,,,,,,,,,,,,,0.0,1.0,Maison,100.0,4.0,S,sols,,,230.0,-0.549372,47.454673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,6,4500.0,1
2024-593659,2024-06-25,1.0,Vente,230000.0,37.0,,RUE AUGUSTE RENOIR,0016,49070.0,49294.0,Saint-Lambert-la-Potherie,49.0,,,49294000AA0013,,,,,,,,,,,,,0.0,1.0,Maison,104.0,6.0,S,sols,,,590.0,-0.680583,47.485202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,6,2211.5384615384614,1
2024-593660,2024-06-07,1.0,Vente,325000.0,22.0,,RUE DE L EGLISE,0087,49130.0,49278.0,Sainte-Gemmes-sur-Loire,49.0,,,49278000AM0712,,,,,,,,,,,,,0.0,1.0,Maison,158.0,6.0,S,sols,,,715.0,-0.557919,47.422238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,6,2056.9620253164558,1
2024-593664,2024-06-28,1.0,Vente,158000.0,35.0,,RUE DE LA VIOLAIE,0070,49500.0,49089.0,Chazé-sur-Argos,49.0,,,49089000ZO0014,,,,,,,,,,,,,0.0,1.0,Maison,125.0,4.0,S,sols,,,730.0,-0.895009,47.613903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,6,1264.0,1
2024-593665,2024-04-29,1.0,Vente,300000.0,46.0,B,RUE HTE DE RECULEE,3880,49100.0,49007.0,Angers,49.0,,,49007000AR0374,,,,,,,,,,,,,0.0,1.0,Maison,150.0,5.0,S,sols,,,306.0,-0.551179,47.486081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,4,2000.0,1
2024-593666,2024-06-21,1.0,Vente,100000.0,39.0,,RUE BARJOT,0190,49300.0,49099.0,Cholet,49.0,,,49099000BX0564,,,,,,,,,,,,,0.0,1.0,Maison,36.0,2.0,S,sols,,,238.0,-0.883735,47.05608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,6,2777.777777777778,1
2024-593667,2024-06-14,1.0,Vente,115000.0,16.0,,AV DAVID D ANGERS,0790,49400.0,49328.0,Saumur,49.0,,,49328000AB0027,,,12.0,,6.0,52.18,7.0,,,,,,3.0,2.0,Appartement,53.0,3.0,,,,,,-0.071092,47.269249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,6,2169.811320754717,0
2024-593668,2024-06-26,1.0,Vente,207300.0,19.0,,RUE DU PETIT ANJOU,0277,49630.0,49194.0,Mazé-Milon,49.0,,,49194000ZV0294,,,,,,,,,,,,,0.0,1.0,Maison,60.0,3.0,S,sols,,,494.0,-0.269351,47.459686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,6,3455.0,1
2024-593670,2024-06-25,1.0,Vente,159000.0,4.0,,RUE JACQUES BORDIER,4140,49100.0,49007.0,Angers,49.0,,,49007000DI0621,,,7.0,40.78,,,,,,,,,1.0,2.0,Appartement,41.0,2.0,,,,,,-0.565156,47.463574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,6,3878.048780487805,0
2024-593671,2024-06-20,1.0,Vente,155000.0,6.0,,RUE DE LA METAIRIE,A622,49420.0,49248.0,Ombrée d'Anjou,49.0,,,49248000AC0016,,,,,,,,,,,,,0.0,1.0,Maison,90.0,4.0,S,sols,,,380.0,-1.178471,47.752294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,6,1722.2222222222222,1
2024-593672,2024-06-28,1.0,Vente,100000.0,20.0,,RUE DE L AUMONERIE,0200,49160.0,49180.0,Longué-Jumelles,49.0,,,49180000AD0280,,,,,,,,,,,,,0.0,1.0,Maison,112.0,4.0,S,sols,,,565.0,-0.112431,47.380151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,6,892.8571428571429,1
2024-593673,2024-06-24,1.0,Vente,168000.0,25.0,,RUE GEORGES BRASSENS,0058,49460.0,49214.0,Montreuil-Juigné,49.0,,,49214000AP0382,,,12.0,81.12,,,,,,,,,1.0,2.0,Appartement,82.0,4.0,,,,,,-0.611307,47.527913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,6,2048.7804878048782,0
2024-593674,2024-06-19,1.0,Vente,80000.0,3.0,,BD GEORGES CLEMENCEAU,3523,49100.0,49007.0,Angers,49.0,,,49007000HL0009,,,139.0,,45.0,26.23,,,,,,,2.0,2.0,Appartement,24.0,1.0,,,,,,-0.565055,47.477668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,6,3333.3333333333335,0
2024-593675,2024-06-14,1.0,Vente,95000.0,16.0,,RUE DE LA FONTAINE,0110,49400.0,49341.0,Souzay-Champigny,49.0,,,493410000G0510,,,,,,,,,,,,,0.0,1.0,Maison,154.0,6.0,S,sols,,,330.0,-0.024371,47.213391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,6,616.8831168831168,1
2024-593677,2024-06-24,1.0,Vente,200000.0,2.0,,LA GROSSE MOTTE,B545,49310.0,49373.0,Lys-Haut-Layon,49.0,,,49373286ZK0052,,,,,,,,,,,,,0.0,1.0,Maison,89.0,4.0,S,sols,,,8852.0,-0.545734,47.137885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,6,2247.191011235955,1
2024-593678,2024-06-27,1.0,Vente,79750.0,32.0,,RUE GEORGETTE BOULESTREAU,1095,49100.0,49007.0,Angers,49.0,,,49007000AE0170,,,526.0,18.58,,,,,,,,,1.0,2.0,Appartement,18.0,1.0,,,,,,-0.553127,47.492219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,6,4430.555555555556,0
2024-593680,2024-06-25,1.0,Vente,210000.0,28.0,,RUE DU BOURG HARDY (ST GERMAIN,1892,49230.0,49301.0,Sèvremoine,49.0,,,493012850D1098,,,1.0,,10.0,,4.0,,8.0,,9.0,,5.0,1.0,Maison,110.0,6.0,,,,,,-1.12801,47.103214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,6,1909.090909090909,1
2024-593681,2024-06-28,1.0,Vente,85000.0,4.0,,RTE DE DOUE,0300,49700.0,49003.0,Tuffalun,49.0,,,49003000ZH0349,,,,,,,,,,,,,0.0,1.0,Maison,82.0,3.0,S,sols,,,120.0,-0.343123,47.262235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,6,1036.5853658536585,1
2024-593682,2024-07-01,2.0,Vente,70000.0,4.0,,LE HAUT BREIL,K458,49310.0,49092.0,Chemillé-en-Anjou,49.0,,,490923250B1184,,,,,,,,,,,,,0.0,1.0,Maison,90.0,2.0,S,sols,,,1926.0,-0.649326,47.156805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,7,777.7777777777778,1
2024-593683,2024-07-03,1.0,Vente,155500.0,4.0,B,RUE DE STE EMERANCE,0153,49370.0,49367.0,Erdre-en-Anjou,49.0,,,49367249AH0183,,,,,,,,,,,,,0.0,1.0,Maison,69.0,3.0,S,sols,,,777.0,-0.807975,47.549444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,7,2253.623188405797,1
2024-593684,2024-07-02,1.0,Vente,60000.0,6.0,,LA PINSARDIERE,C005,49430.0,49174.0,Huillé-Lézigné,49.0,,,491741590C0938,,,,,,,,,,,,,0.0,1.0,Maison,30.0,2.0,S,sols,,,568.0,-0.334432,47.635198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,7,2000.0,1
2024-593685,2024-06-12,1.0,Vente,170000.0,30.0,,CHE DES MALGAGNES,1455,49400.0,49328.0,Saumur,49.0,,,49328016DS0081,,,,,,,,,,,,,0.0,1.0,Maison,90.0,4.0,S,sols,,,688.0,-0.09874,47.24356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,6,1888.888888888889,1
2024-593686,2024-06-21,1.0,Vente,217500.0,2.0,,IMP DE LA THIBAUDIERE,4263,49260.0,49060.0,Bellevigne-les-Châteaux,49.0,,,49060046AB0574,,,,,,,,,,,,,0.0,1.0,Maison,99.0,4.0,S,sols,,,764.0,-0.061012,47.17441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,6,2196.969696969697,1
2024-593687,2024-06-28,1.0,Vente,60000.0,575.0,,RUE ROBERT AMY,2210,49400.0,49328.0,Saumur,49.0,,,49328000BO0116,,,,,,,,,,,,,0.0,1.0,Maison,80.0,4.0,S,sols,,,767.0,-0.075997,47.246032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,6,750.0,1
2024-593689,2024-06-13,1.0,Vente,229000.0,20.0,,CHE DE POCE,0138,49400.0,49262.0,Rou-Marson,49.0,,,492620000D0296,,,,,,,,,,,,,0.0,1.0,Maison,169.0,5.0,J,jardins,POTAG,Jardin potager,1500.0,-0.133894,47.239228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,6,1355.0295857988165,1
2024-593692,2024-06-24,1.0,Vente,305000.0,2.0,,RUE BOTANIQUE,1080,49100.0,49007.0,Angers,49.0,,,49007000BR0150,,,12.0,,19.0,19.85,5.0,76.08,,,,,3.0,2.0,Appartement,80.0,2.0,,,,,,-0.54713,47.474358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,6,3812.5,0
2024-593694,2024-06-27,1.0,Vente,247000.0,8.0,,RUE GEORGES CLEMENCEAU,0280,49122.0,49193.0,Le May-sur-Èvre,49.0,,,49193000AC1205,,,,,,,,,,,,,0.0,1.0,Maison,100.0,4.0,S,sols,,,588.0,-0.890722,47.137314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,6,2470.0,1
2024-593695,2024-07-04,1.0,Vente,240000.0,6.0,,PL DE LA NOIRETTE,0508,49320.0,49050.0,Brissac Loire Aubance,49.0,,,490500010A0897,,,,,,,,,,,,,0.0,1.0,Maison,144.0,6.0,S,sols,,,337.0,-0.410289,47.320792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,7,1666.6666666666667,1
2024-593696,2024-06-24,1.0,Vente,90000.0,13.0,,SQ DU VAL DE LOIRE,0017,49390.0,49369.0,Vernoil-le-Fourrier,49.0,,,49369000AC0641,,,,,,,,,,,,,0.0,1.0,Maison,65.0,3.0,S,sols,,,243.0,0.085429,47.388612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,6,1384.6153846153845,1
2024-593697,2024-07-04,1.0,Vente,350000.0,5.0,,SQ DU MARTIN PECHEUR,0082,49000.0,49129.0,Écouflant,49.0,,,49129000AN0189,,,,,,,,,,,,,0.0,1.0,Maison,145.0,5.0,S,sols,,,681.0,-0.523829,47.522778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,7,2413.793103448276,1
2024-593698,2024-07-02,1.0,Vente,239063.0,4.0,,PAS HENRI CORMEAU,3934,49100.0,49007.0,Angers,49.0,,,49007000CE0383,,,,,,,,,,,,,0.0,1.0,Maison,85.0,4.0,S,sols,,,224.0,-0.51736,47.480227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,7,2812.505882352941,1
2024-593701,2024-06-28,1.0,Vente,203500.0,2.0,,RTE DE GROLLE,0130,49400.0,49370.0,Verrie,49.0,,,49370000ZD0074,,,,,,,,,,,,,0.0,1.0,Maison,120.0,4.0,AG,terrains d'agrément,,,3100.0,-0.164988,47.260941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,6,1695.8333333333333,1
2024-593704,2024-06-05,1.0,Vente,360000.0,14.0,,RUE EVAIN,2960,49000.0,49007.0,Angers,49.0,,,49007000CY0772,,,2.0,114.67,9.0,,,,,,,,2.0,2.0,Appartement,115.0,5.0,,,,,,-0.553505,47.461061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,6,3130.4347826086955,0
2024-593705,2024-06-25,1.0,Vente,225000.0,6.0,,CHE DE LA JEANSELLERIE,0092,49140.0,49377.0,Rives-du-Loir-en-Anjou,49.0,,,49377000ZD0340,,,,,,,,,,,,,0.0,1.0,Maison,90.0,4.0,S,sols,,,692.0,-0.429124,47.55932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,6,2500.0,1
2024-593706,2024-06-21,1.0,Vente,240000.0,3129.0,,BELLEVUE (DRAIN),B443,49530.0,49069.0,Orée d'Anjou,49.0,,,49069126AA0080,,,,,,,,,,,,,0.0,1.0,Maison,31.0,1.0,S,sols,,,1297.0,-1.208791,47.340515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,6,7741.935483870968,1
2024-593708,2024-07-01,1.0,Vente,155000.0,17.0,,RUE DES AIRAULTS,1326,49250.0,49021.0,Beaufort-en-Anjou,49.0,,,49021000ZC0328,,,,,,,,,,,,,0.0,1.0,Maison,70.0,1.0,S,sols,,,579.0,-0.235677,47.443792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,7,2214.285714285714,1
2024-593710,2024-06-21,1.0,Vente,365000.0,208.0,,CHE DES BASSES LANDES,1950,49160.0,49180.0,Longué-Jumelles,49.0,,,49180168YM0013,,,,,,,,,,,,,0.0,1.0,Maison,102.0,5.0,BR,futaies résineuses,,,2590.0,-0.066974,47.412899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,6,3578.4313725490197,1
2024-593712,2024-06-28,1.0,Vente,722700.0,1.0,,RUE DU DOCTEUR ASSIER,1240,49160.0,49180.0,Longué-Jumelles,49.0,,,49180000AD0242,,,,,,,,,,,,,0.0,2.0,Appartement,73.0,3.0,S,sols,,,608.0,-0.110381,47.381009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,6,9900.0,0
2024-593714,2024-07-01,1.0,Vente,229000.0,16.0,,RUE ST GEORGES,7180,49100.0,49007.0,Angers,49.0,,,49007000BS0165,,,5.0,,,,,,,,,,1.0,2.0,Appartement,62.0,3.0,,,,,,-0.551286,47.472527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,7,3693.548387096774,0
2024-593715,2024-06-29,1.0,Vente,50000.0,1133.0,,RTE DE LA BROSSARDIERE,0240,49250.0,49138.0,Les Bois d'Anjou,49.0,,,49138000YE0075,,,,,,,,,,,,,0.0,1.0,Maison,54.0,2.0,J,jardins,POTAG,Jardin potager,117.0,-0.204105,47.468912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,6,925.925925925926,1
2024-593717,2024-06-20,1.0,Vente,300000.0,5.0,,BD DE CAULX,0120,49400.0,49060.0,Bellevigne-les-Châteaux,49.0,,,49060000AA0104,,,,,,,,,,,,,0.0,1.0,Maison,143.0,4.0,S,sols,,,1018.0,-0.075194,47.215701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,6,2097.902097902098,1
2024-593720,2024-06-14,1.0,Vente,46000.0,14.0,,RUE DU STADE DE HAUTE BELLE,0323,49390.0,49228.0,Noyant-Villages,49.0,,,49228234AE0161,,,1.0,,2.0,,,,,,,,2.0,1.0,Maison,63.0,3.0,,,,,,0.159846,47.436057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,6,730.1587301587301,1
2024-593721,2024-06-14,1.0,Vente,145000.0,1814.0,,RTE DE GRESIGNE,0566,49250.0,49138.0,Les Bois d'Anjou,49.0,,,49138049ZV0069,,,,,,,,,,,,,0.0,1.0,Maison,76.0,3.0,AG,terrains d'agrément,,,3408.0,-0.158711,47.411199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,6,1907.8947368421052,1
2024-593722,2024-06-26,1.0,Vente,220000.0,34.0,,RUE EMILE JOULAIN,1312,49250.0,49021.0,Beaufort-en-Anjou,49.0,,,49021000ZI0250,,,,,,,,,,,,,0.0,1.0,Maison,74.0,4.0,S,sols,,,500.0,-0.206594,47.44368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,6,2972.972972972973,1
2024-593723,2024-06-17,1.0,Vente,190000.0,9.0,,RUE DES JACOBINS,4130,49100.0,49007.0,Angers,49.0,,,49007000DH0894,,,8.0,39.65,,,,,,,,,1.0,2.0,Appartement,40.0,2.0,,,,,,-0.5562,47.470657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,6,4750.0,0
2024-593725,2024-07-03,1.0,Vente,194000.0,53.0,,RUE JACQUES-YVES COUSTEAU,0554,49800.0,49353.0,Trélazé,49.0,,,49353000AN1464,,,,,,,,,,,,,0.0,1.0,Maison,84.0,4.0,S,sols,,,236.0,-0.463277,47.455963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,7,2309.5238095238096,1
2024-593729,2024-06-28,1.0,Vente,398800.0,7.0,,RUE JEAN RACINE,0006,49800.0,49353.0,Trélazé,49.0,,,49353000AN1981,,,,,,,,,,,,,0.0,1.0,Maison,149.0,6.0,S,sols,,,336.0,-0.467855,47.455074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,6,2676.510067114094,1
2024-593731,2024-06-17,1.0,Vente,120000.0,3.0,,RUE GASTON JOUBIN,0500,49500.0,49331.0,Segré-en-Anjou Bleu,49.0,,,49331000AM0109,,,,,,,,,,,,,0.0,2.0,Appartement,28.0,1.0,S,sols,,,282.0,-0.871062,47.688128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,6,4285.714285714285,0
2024-593738,2024-06-26,1.0,Vente,90000.0,22.0,,RUE LAMARTINE,0680,49450.0,49301.0,Sèvremoine,49.0,,,49301000AE1156,,,,,,,,,,,,,0.0,1.0,Maison,48.0,2.0,S,sols,,,57.0,-0.990957,47.121245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,6,1875.0,1
2024-593740,2024-07-05,1.0,Vente,345000.0,16.0,B,RUE DE LA SABLONNIERE,0398,49800.0,49307.0,Loire-Authion,49.0,,,49307032ZH0252,,,,,,,,,,,,,0.0,1.0,Maison,138.0,6.0,S,sols,,,1066.0,-0.381294,47.42412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,7,2500.0,1
2024-593743,2024-06-27,1.0,Vente,209000.0,33.0,,RUE AIME CESAIRE,0008,49800.0,49353.0,Trélazé,49.0,,,49353000AN1633,,,,,,,,,,,,,0.0,1.0,Maison,87.0,4.0,S,sols,,,202.0,-0.463428,47.453755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,6,2402.2988505747126,1
2024-593746,2024-06-28,1.0,Vente,54900.0,72.0,,RUE NATIONALE,0151,49690.0,49109.0,Coron,49.0,,,49109000AB0018,,,,,,,,,,,,,0.0,1.0,Maison,52.0,4.0,J,jardins,POTAG,Jardin potager,528.0,-0.652609,47.126672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,6,1055.7692307692307,1
2024-593747,2024-07-08,1.0,Vente,170000.0,27.0,,RUE ANNE FRANK,0254,49000.0,49007.0,Angers,49.0,,,49007000CS0105,,,27.0,,6.0,47.18,,,,,,,2.0,2.0,Appartement,63.0,3.0,,,,,,-0.536471,47.462217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,7,2698.4126984126983,0
2024-593748,2024-06-28,1.0,Vente,124000.0,5.0,,RTE DE NOYANT,0212,49490.0,49228.0,Noyant-Villages,49.0,,,49228013AC0080,,,,,,,,,,,,,0.0,1.0,Maison,136.0,5.0,S,sols,,,1333.0,0.054209,47.518063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,6,911.7647058823529,1
2024-593749,2024-07-01,1.0,Vente,149278.0,1.0,,RUE DU PLAN D'EAU,0045,49520.0,49038.0,Bourg-l'Évêque,49.0,,,490380000A0672,,,,,,,,,,,,,0.0,1.0,Maison,121.0,5.0,S,sols,,,44.0,-1.013431,47.736385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,7,1233.702479338843,1
2024-593752,2024-06-25,1.0,Vente,74500.0,2.0,,RUE DE L EVRE (LA JUBAUDIERE),3274,49510.0,49023.0,Beaupréau-en-Mauges,49.0,,,49023165AE0016,,,,,,,,,,,,,0.0,1.0,Maison,66.0,3.0,S,sols,,,464.0,-0.889746,47.171068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,6,1128.7878787878788,1
2024-593754,2024-06-14,1.0,Vente,159000.0,104.0,B,RUE DES PONTS DE CE,6382,49000.0,49007.0,Angers,49.0,,,49007000DR0152,,,233.0,,,,,,,,,,1.0,2.0,Appartement,42.0,2.0,,,,,,-0.538414,47.452288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,6,3785.714285714286,0
2024-593759,2024-06-25,1.0,Vente,197000.0,2.0,,CABARET DES OISEAUX,A103,49570.0,49244.0,Mauges-sur-Loire,49.0,,,49244212AM1209,,,,,,,,,,,,,0.0,1.0,Maison,96.0,5.0,S,sols,,,406.0,-0.862611,47.385114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,6,2052.0833333333335,1
2024-593765,2024-06-21,1.0,Vente,37000.0,4.0,,PL DES TILLEULS (LE GUEDENIAU,2213,49150.0,49018.0,Baugé-en-Anjou,49.0,,,49018157AB0069,,,,,,,,,,,,,0.0,1.0,Maison,140.0,3.0,S,sols,,,335.0,-0.046495,47.494581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,6,264.2857142857143,1
2024-593768,2024-06-10,1.0,Vente,484000.0,22.0,,RUE DE LA MEIGNANNE,5392,49100.0,49007.0,Angers,49.0,,,49007000HO0159,,,,,,,,,,,,,0.0,2.0,Appartement,41.0,2.0,S,sols,,,290.0,-0.56864,47.478271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,6,11804.878048780487,0
2024-593770,2024-06-21,1.0,Vente,180000.0,477.0,,RTE DE LONGUE,0041,49160.0,49030.0,Blou,49.0,,,490300000C0036,,,,,,,,,,,,,0.0,1.0,Maison,59.0,2.0,S,sols,,,1856.0,-0.045671,47.362888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,6,3050.8474576271187,1
2024-593772,2024-07-03,1.0,Vente,285000.0,27.0,B,CHE DE LA GUICHARDIERE,0040,49125.0,49048.0,Briollay,49.0,,,49048000AC0102,,,,,,,,,,,,,0.0,1.0,Maison,159.0,4.0,J,jardins,POTAG,Jardin potager,650.0,-0.503051,47.571567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,7,1792.4528301886792,1
2024-593774,2024-06-25,1.0,Vente,36500.0,22.0,,RUE RACINE,1700,49160.0,49180.0,Longué-Jumelles,49.0,,,49180000AK0226,,,,,,,,,,,,,0.0,1.0,Maison,71.0,2.0,S,sols,,,320.0,-0.107014,47.376591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,6,514.0845070422536,1
2024-593775,2024-06-21,1.0,Vente,75000.0,40.0,,RTE DE LA GUIBERDIERE,0069,49430.0,49174.0,Huillé-Lézigné,49.0,,,49174000ZH0093,,,,,,,,,,,,,0.0,1.0,Maison,110.0,5.0,S,sols,,,840.0,-0.308786,47.624789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,6,681.8181818181819,1
2024-593776,2024-06-28,1.0,Vente,164000.0,11.0,,AV DE LA CHESNAIE,0135,49130.0,49246.0,Les Ponts-de-Cé,49.0,,,49246000AI0954,,,4.0,,7.0,,,,,,,,2.0,2.0,Appartement,92.0,5.0,,,,,,-0.52754,47.43578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,6,1782.608695652174,0
2024-593777,2024-06-21,1.0,Vente,165000.0,3.0,,RUE JEAN MOULIN PSB,2441,49300.0,49099.0,Cholet,49.0,,,49099950AT0092,,,,,,,,,,,,,0.0,1.0,Maison,100.0,5.0,S,sols,,,566.0,-0.893639,46.994925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,6,1650.0,1
2024-593779,2024-06-25,1.0,Vente,250000.0,11.0,,RUE SAINT GUENOLE,4127,49300.0,49099.0,Cholet,49.0,,,49099000AL0250,,,,,,,,,,,,,0.0,1.0,Maison,123.0,5.0,S,sols,,,1087.0,-0.899719,47.061428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,6,2032.520325203252,1
