id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude,2025-239276,2025-01-03,000001,Vente,160000,142,Unnamed: 6,RUE LAREVELLIERE,4650,49100,49007,Angers,49,Unnamed: 13,Unnamed: 14,49007000CI0009,Unnamed: 16,Unnamed: 17,60,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,1,3,Dépendance,Unnamed: 31,0,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,-0.52765,47.471092,annee,mois,prix_m2,type_encode
2024-589687,2024-03-22,1.0,Vente,185000.0,1.0,,ALL DES MARCASSINS,0225,49400.0,49123.0,Distré,49.0,,,49123000ZK0801,,,,,,,,,,,,,0.0,1.0,Maison,89.0,4.0,S,sols,,,409.0,-0.11364,47.242352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,2078.6516853932585,1
2024-589688,2024-03-05,1.0,Vente,40000.0,3.0,B,VCHE VIEUX CHEM DE NANTES,0329,49110.0,49218.0,Montrevault-sur-Èvre,49.0,,,49218000AL0082,,,,,,,,,,,,,0.0,1.0,Maison,92.0,4.0,S,sols,,,120.0,-1.048562,47.264078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,434.7826086956522,1
2024-589690,2024-03-29,1.0,Vente,400000.0,94.0,,RUE SAINT NICOLAS,2330,49400.0,49328.0,Saumur,49.0,,,49328000AP0150,,,,,,,,,,,,,0.0,2.0,Appartement,45.0,1.0,S,sols,,,210.0,-0.081759,47.261684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,8888.888888888889,0
2024-589691,2024-03-22,1.0,Vente,297500.0,145.0,,RUE DE LA FOSSE DES NOYERS,0110,49260.0,49113.0,Courchamps,49.0,,,49113000AB0126,,,,,,,,,,,,,0.0,1.0,Maison,148.0,5.0,AG,terrains d'agrément,,,1458.0,-0.166961,47.199705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,2010.1351351351352,1
2024-589692,2024-03-06,1.0,Vente,247010.0,21.0,,ALL DES CHARMES (PIER-MONTLIM),0631,49110.0,49218.0,Montrevault-sur-Èvre,49.0,,,49218313AI1617,,,,,,,,,,,,,0.0,1.0,Maison,27.0,1.0,S,sols,,,892.0,-1.039396,47.266798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,9148.518518518518,1
2024-589693,2024-03-21,1.0,Vente,157000.0,17.0,,RUE JOSEPHINE BAKER,4409,49100.0,49007.0,Angers,49.0,,,49007000AL0630,,,2.0,47.86,,,,,,,,,1.0,2.0,Appartement,47.0,2.0,,,,,,-0.562515,47.488597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,3340.425531914894,0
2024-589695,2024-03-20,2.0,Vente,68000.0,21.0,,RUE DE FREMUR,3240,49000.0,49007.0,Angers,49.0,,,49007000DK0220,,,6.0,,,,,,,,,,1.0,2.0,Appartement,63.0,3.0,,,,,,-0.55862,47.4618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,1079.3650793650793,0
2024-589699,2024-03-26,1.0,Vente,175000.0,3.0,,CHE DE RONDE (BRISSARTHE),0230,49330.0,49080.0,Les Hauts-d'Anjou,49.0,,,490800510D0895,,,,,,,,,,,,,0.0,1.0,Maison,131.0,4.0,S,sols,,,500.0,-0.453454,47.69953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,1335.8778625954199,1
2024-589701,2024-03-27,1.0,Vente,135000.0,20.0,,RTE DES BORDS D AUTHION,0489,49160.0,49261.0,Gennes-Val-de-Loire,49.0,,,49261304ZE0085,,,,,,,,,,,,,0.0,1.0,Maison,40.0,3.0,S,sols,,,2680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,3375.0,1
2024-589702,2024-03-18,1.0,Vente,163000.0,1.0,,RUE DES THERMES,0177,49380.0,49345.0,Bellevigne-en-Layon,49.0,,,49345000AE0063,,,,,,,,,,,,,0.0,1.0,Maison,84.0,4.0,S,sols,,,612.0,-0.49691,47.265176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,1940.4761904761904,1
2024-589704,2024-03-26,1.0,Vente,109000.0,205.0,,RUE FERDINAND VEST,0380,49800.0,49353.0,Trélazé,49.0,,,49353000BC0549,,,10.0,47.8,26.0,,,,,,,,2.0,2.0,Appartement,48.0,2.0,,,,,,-0.484162,47.441741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,2270.8333333333335,0
2024-589705,2024-03-26,1.0,Vente,580000.0,41.0,,RUE SAINT PIERRE,4190,49300.0,49099.0,Cholet,49.0,,,49099000AC0285,,,,,,,,,,,,,0.0,2.0,Appartement,41.0,2.0,S,sols,,,253.0,-0.876064,47.060486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,14146.341463414634,0
2024-589711,2024-03-14,1.0,Vente,260000.0,8.0,,AV RENE GASNIER,6740,49100.0,49007.0,Angers,49.0,,,49007000AM0417,,,,,,,,,,,,,0.0,1.0,Maison,94.0,3.0,S,sols,,,296.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,2765.9574468085107,1
2024-589712,2024-03-27,1.0,Vente,130000.0,1.0,,RUE ABBE FREMOND,0032,49100.0,49007.0,Angers,49.0,,,49007000AN0808,,,26.0,30.0,,,,,,,,,1.0,2.0,Appartement,29.0,1.0,,,,,,-0.561785,47.481549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,4482.758620689655,0
2024-589714,2024-03-20,1.0,Vente,151200.0,3.0,,LOT DES CHENES,A060,49500.0,49331.0,Segré-en-Anjou Bleu,49.0,,,493311840B0932,,,,,,,,,,,,,0.0,1.0,Maison,81.0,4.0,S,sols,,,1254.0,-0.797082,47.689691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,1866.6666666666667,1
2024-589715,2024-03-28,1.0,Vente,185000.0,6.0,T,RTE DE CHAMPIGNE,0010,49460.0,49130.0,Écuillé,49.0,,,491300000C0645,,,,,,,,,,,,,0.0,1.0,Maison,88.0,4.0,AG,terrains d'agrément,,,500.0,-0.56271,47.6178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,2102.2727272727275,1
2024-589716,2024-03-29,1.0,Vente,282500.0,5001.0,,LA BATAILLERE,B823,49112.0,49323.0,Verrières-en-Anjou,49.0,,,49323238ZD0051,,,,,,,,,,,,,0.0,1.0,Maison,115.0,5.0,AG,terrains d'agrément,,,433.0,-0.437478,47.515621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,2456.521739130435,1
2024-589718,2024-03-29,1.0,Vente,210000.0,884.0,,RTE DE TIERCE,0711,49640.0,49220.0,Morannes sur Sarthe-Daumeray,49.0,,,492201190A0177,,,,,,,,,,,,,0.0,1.0,Maison,137.0,3.0,S,sols,,,3244.0,-0.394062,47.668592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,1532.846715328467,1
2024-589719,2024-03-29,1.0,Vente,295900.0,6.0,,CHE DE LA BUTTE,0037,49250.0,49201.0,La Ménitré,49.0,,,492010000A0372,,,,,,,,,,,,,0.0,1.0,Maison,224.0,8.0,S,sols,,,590.0,-0.251135,47.416253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,1320.982142857143,1
2024-589722,2024-03-14,1.0,Vente en l'état futur d'achèvement,209900.0,1.0,,RUE DES FOUGERES,1736,49300.0,49099.0,Cholet,49.0,,,49099000CY1025,,,8.0,67.61,,,,,,,,,1.0,2.0,Appartement,67.0,3.0,,,,,,-0.848745,47.047643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,3132.8358208955224,0
2024-589728,2024-03-20,1.0,Vente,106200.0,3.0,,RUE DE LA LOIRE,0037,49170.0,49284.0,Saint-Germain-des-Prés,49.0,,,492840000E1743,,,,,,,,,,,,,0.0,2.0,Appartement,75.0,3.0,S,sols,,,142.0,-0.834625,47.408449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,1416.0,0
2024-589729,2024-03-19,1.0,Vente,212000.0,5354.0,,LES LANDES (ST LEGER),B318,49170.0,49298.0,Saint-Léger-de-Linières,49.0,,,492980000A1186,,,,,,,,,,,,,0.0,1.0,Maison,95.0,4.0,S,sols,,,605.0,-0.697974,47.473297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,2231.5789473684213,1
2024-589731,2024-03-22,1.0,Vente,1005000.0,43.0,,RUE DE ROC EPINE,1066,49240.0,49015.0,Avrillé,49.0,,,49015000BE0222,,,,,,,,,,,,,0.0,1.0,Maison,199.0,5.0,AG,terrains d'agrément,,,1925.0,-0.581839,47.48121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,5050.251256281407,1
2024-589735,2024-03-22,1.0,Vente,36000.0,8.0,,RUE DU MOULIN VILLEMOISAN,0197,49370.0,49183.0,Val d'Erdre-Auxence,49.0,,,491833760B0696,,,,,,,,,,,,,0.0,1.0,Maison,60.0,3.0,S,sols,,,375.0,-0.892953,47.463591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,600.0,1
2024-589737,2024-03-04,2.0,Vente,33000.0,38.0,,RTE D ANGERS,0008,49310.0,49211.0,Montilliers,49.0,,,492110000C0180,,,2.0,153.03,,,,,,,,,1.0,1.0,Maison,80.0,5.0,,,,,,-0.504436,47.182848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,412.5,1
2024-589738,2024-04-03,1.0,Vente,170000.0,9.0,,AV FRANCOIS VILLON,0324,49130.0,49246.0,Les Ponts-de-Cé,49.0,,,49246000AK0839,,,2.0,73.07,,,,,,,,,1.0,2.0,Appartement,69.0,3.0,,,,,,-0.522256,47.433771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,4,2463.768115942029,0
2024-589739,2024-03-27,1.0,Vente,535600.0,7.0,,PL DE L EGLISE,0050,49370.0,49271.0,Saint-Clément-de-la-Place,49.0,,,49271000AC0336,,,,,,,,,,,,,0.0,1.0,Maison,195.0,6.0,S,sols,,,188.0,-0.745214,47.525517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,2746.6666666666665,1
2024-589740,2024-03-29,1.0,Vente,220000.0,113.0,,CHE DU FREMUREAU,0068,49130.0,49278.0,Sainte-Gemmes-sur-Loire,49.0,,,49278000ZD0075,,,,,,,,,,,,,0.0,1.0,Maison,72.0,4.0,S,sols,,,553.0,-0.561762,47.43667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,3055.5555555555557,1
2024-589741,2024-03-13,1.0,Vente,322000.0,22.0,,RUE DE BALLOUR,0500,49100.0,49007.0,Angers,49.0,,,49007000AN0477,,,,,,,,,,,,,0.0,1.0,Maison,92.0,3.0,S,sols,,,150.0,-0.563667,47.48202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,3500.0,1
2024-589742,2024-03-29,1.0,Vente,315000.0,79.0,,CHE DE LA MARE VASLOT,1330,49250.0,49021.0,Beaufort-en-Anjou,49.0,,,49021000ZP0067,,,,,,,,,,,,,0.0,1.0,Maison,170.0,8.0,AG,terrains d'agrément,,,1540.0,-0.200934,47.440823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,1852.9411764705883,1
2024-589743,2024-03-15,1.0,Vente,73000.0,13.0,,RUE CHANZY,0450,49400.0,49328.0,Saumur,49.0,,,49328000AO0021,,,15.0,,,,,,,,,,1.0,2.0,Appartement,66.0,3.0,,,,,,-0.081112,47.260765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,1106.060606060606,0
2024-589745,2024-03-29,1.0,Vente,122000.0,203.0,,AV PASTEUR,5938,49100.0,49007.0,Angers,49.0,,,49007000BK0863,,,5.0,32.18,,,,,,,,,1.0,2.0,Appartement,34.0,2.0,,,,,,-0.53127,47.477651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,3588.235294117647,0
2024-589750,2024-03-28,1.0,Vente,94000.0,40.0,,RUE DE LA MADELEINE,5050,49000.0,49007.0,Angers,49.0,,,49007000CZ0267,,,106.0,17.29,,,,,,,,,1.0,2.0,Appartement,17.0,1.0,,,,,,-0.543508,47.464141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,5529.411764705882,0
2024-589752,2024-03-15,1.0,Vente,240000.0,14.0,,RUE DE LA MANCHARDERIE,0068,49070.0,49020.0,Beaucouzé,49.0,,,49020000AZ0123,,,,,,,,,,,,,0.0,1.0,Maison,89.0,5.0,S,sols,,,810.0,-0.628666,47.469766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,2696.629213483146,1
2024-589753,2024-04-02,1.0,Vente,129000.0,4.0,,AV PASTEUR,5938,49100.0,49007.0,Angers,49.0,,,49007000BW0385,,,104.0,28.18,,,,,,,,,1.0,2.0,Appartement,28.0,1.0,,,,,,-0.542817,47.47126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,4,4607.142857142857,0
2024-589755,2024-03-19,1.0,Vente,214000.0,10.0,,COUR DES CLOSEAUX,0042,49610.0,49223.0,Mûrs-Erigné,49.0,,,49223000AI0190,,,,,,,,,,,,,0.0,1.0,Maison,102.0,3.0,J,jardins,POTAG,Jardin potager,1110.0,-0.529751,47.400156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,2098.0392156862745,1
2024-589756,2024-03-28,1.0,Vente,314000.0,45.0,,RUE DU MAL LECLERC,1560,49400.0,49328.0,Saumur,49.0,,,49328000BL0432,,,,,,,,,,,,,0.0,1.0,Maison,144.0,7.0,S,sols,,,199.0,-0.083457,47.255055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,2180.5555555555557,1
2024-589757,2024-04-02,1.0,Vente,440000.0,20.0,T,AV DU COMMERCE,0050,49130.0,49278.0,Sainte-Gemmes-sur-Loire,49.0,,,49278000AM1062,,,,,,,,,,,,,0.0,1.0,Maison,104.0,4.0,S,sols,,,578.0,-0.55696,47.425016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,4,4230.7692307692305,1
2024-589759,2024-03-28,1.0,Vente,140000.0,13.0,,RUE DES HOUPPIERS,1056,49112.0,49323.0,Verrières-en-Anjou,49.0,,,49323238AC0361,,,8.0,68.76,,,,,,,,,1.0,2.0,Appartement,69.0,3.0,,,,,,-0.445572,47.522785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,2028.9855072463768,0
2024-589760,2024-03-15,1.0,Vente,230000.0,26.0,,SQ CAMILLE PISSARRO,0023,49070.0,49020.0,Beaucouzé,49.0,,,49020000AH0193,,,,,,,,,,,,,0.0,1.0,Maison,76.0,4.0,S,sols,,,437.0,-0.626738,47.478964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,3026.315789473684,1
2024-589761,2024-03-08,1.0,Vente,120000.0,25.0,B,AV DE L EUROPE,0405,49240.0,49015.0,Avrillé,49.0,,,49015000AS0543,,,7.0,39.0,,,,,,,,,1.0,2.0,Appartement,47.0,2.0,,,,,,-0.585701,47.510605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,2553.191489361702,0
2024-589762,2024-03-29,1.0,Vente,268464.0,73.0,,DOMAINE DES ECOTS,0028,49070.0,49294.0,Saint-Lambert-la-Potherie,49.0,,,492940000B0802,,,,,,,,,,,,,0.0,1.0,Maison,137.0,6.0,S,sols,,,1300.0,-0.688186,47.471995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,1959.5912408759125,1
2024-589763,2024-04-02,1.0,Vente,180000.0,12.0,,RUE DE L ANCIENNE GARE,0060,49400.0,49328.0,Saumur,49.0,,,49328000AC0023,,,,,,,,,,,,,0.0,2.0,Appartement,60.0,3.0,J,jardins,POTAG,Jardin potager,914.0,-0.06819,47.267654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,4,3000.0,0
2024-589765,2024-03-26,1.0,Vente,167000.0,28.0,,RUE DES CHENES,0110,49280.0,49332.0,La Séguinière,49.0,,,49332000AV0005,,,,,,,,,,,,,0.0,1.0,Maison,117.0,6.0,S,sols,,,417.0,-0.948319,47.065389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,1427.3504273504273,1
2024-589766,2024-03-25,1.0,Vente,580000.0,40.0,,RUE RONSARD,7000,49100.0,49007.0,Angers,49.0,,,49007000BZ0474,,,,,,,,,,,,,0.0,1.0,Maison,115.0,6.0,S,sols,,,277.0,-0.534529,47.472827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,5043.478260869565,1
2024-589767,2024-03-20,1.0,Vente,79000.0,4.0,,PL VERDUN,2550,49400.0,49328.0,Saumur,49.0,,,49328000BL0319,,,36.0,56.7,63.0,,,,,,,,2.0,2.0,Appartement,58.0,4.0,,,,,,-0.081078,47.254228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,1362.0689655172414,0
2024-589769,2024-03-19,1.0,Vente,171548.0,524.0,,RTE DES ESSARTS,0639,49390.0,49369.0,Vernoil-le-Fourrier,49.0,,,49369000ZA0017,,,,,,,,,,,,,0.0,1.0,Maison,104.0,4.0,T,terres,,,23350.0,0.070692,47.413461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,1649.5,1
2024-589771,2024-03-28,1.0,Vente,130000.0,5166.0,,LA TIBUSERIE,B206,49260.0,49060.0,Bellevigne-les-Châteaux,49.0,,,49060046AE0353,,,,,,,,,,,,,0.0,1.0,Maison,40.0,1.0,S,sols,,,774.0,-0.042282,47.168058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,3250.0,1
2024-589772,2024-03-20,1.0,Vente,275240.0,51.0,,RUE ST JACQUES,7190,49100.0,49007.0,Angers,49.0,,,49007000EZ0490,,,,,,,,,,,,,0.0,1.0,Maison,132.0,7.0,S,sols,,,208.0,-0.570334,47.473487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,2085.151515151515,1
2024-589773,2024-03-27,1.0,Vente,105000.0,26.0,,RUE DE LA CHAPELLE (LONGERON),1507,49710.0,49301.0,Sèvremoine,49.0,,,49301179AI0058,,,,,,,,,,,,,0.0,1.0,Maison,61.0,3.0,S,sols,,,150.0,-1.054202,47.01898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,1721.311475409836,1
2024-589774,2024-04-03,1.0,Vente,84500.0,45.0,,SQ DES ANCIENNES PROVINCES,0205,49000.0,49007.0,Angers,49.0,,,49007000DN0437,,,1.0,,,,,,,,,,1.0,2.0,Appartement,38.0,1.0,,,,,,-0.556141,47.452779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,4,2223.684210526316,0
2024-589775,2024-03-08,1.0,Vente,159000.0,70.0,,RUE FRANCOIS DE CHABOT,0260,49360.0,49381.0,Yzernay,49.0,,,49381000AP1142,,,,,,,,,,,,,0.0,1.0,Maison,122.0,5.0,S,sols,,,370.0,-0.699253,47.022515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,1303.27868852459,1
2024-589778,2024-04-02,1.0,Vente,75000.0,8.0,,RUE DES PENATS,0560,49730.0,49361.0,Varennes-sur-Loire,49.0,,,49361000ZK0115,,,,,,,,,,,,,0.0,1.0,Maison,60.0,3.0,S,sols,,,600.0,0.056494,47.242945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,4,1250.0,1
2024-589779,2024-03-15,1.0,Vente,229500.0,9.0,,RUE RENE DE CHATEAUBRIAND,3868,49300.0,49099.0,Cholet,49.0,,,49099000BN0141,,,,,,,,,,,,,0.0,1.0,Maison,109.0,5.0,S,sols,,,335.0,-0.859646,47.054001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,2105.5045871559632,1
2024-589780,2024-03-04,1.0,Vente,200000.0,3.0,,SQ DE CONTADES,2010,49100.0,49007.0,Angers,49.0,,,49007000BV0123,,,11.0,,20.0,,7.0,,,,,,3.0,2.0,Appartement,69.0,3.0,,,,,,-0.549524,47.470802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,2898.550724637681,0
2024-589785,2024-03-29,1.0,Vente,150000.0,1.0,,CHE DES ECOLIERS,0021,49170.0,49298.0,Saint-Léger-de-Linières,49.0,,,49298000ZC0177,,,8.0,,,,,,,,,,1.0,2.0,Appartement,75.0,3.0,,,,,,-0.707527,47.458632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,2000.0,0
2024-589786,2024-03-29,1.0,Vente,355000.0,1.0,,RUE EVAIN,2960,49000.0,49007.0,Angers,49.0,,,49007000CY0126,,,,,,,,,,,,,0.0,1.0,Maison,116.0,6.0,S,sols,,,154.0,-0.552246,47.460368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,3060.344827586207,1
2024-589787,2024-03-04,1.0,Vente,222000.0,10.0,,AV JEAN LURCAT,0615,49240.0,49015.0,Avrillé,49.0,,,49015000BE0174,,,490.0,,500.0,,,,,,,,2.0,2.0,Appartement,85.0,3.0,,,,,,-0.584692,47.484561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,2611.764705882353,0
2024-589788,2024-03-25,1.0,Vente,120000.0,3.0,,RUE DE LA SUCRERIE,0116,49140.0,49110.0,Corzé,49.0,,,491100000A1271,,,,,,,,,,,,,0.0,1.0,Maison,77.0,4.0,S,sols,,,794.0,-0.392256,47.559104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,1558.4415584415585,1
2024-589790,2024-03-29,1.0,Vente,305000.0,65.0,B,RUE DE LA MAITRE-ECOLE,5090,49000.0,49007.0,Angers,49.0,,,49007000CI0859,,,,,,,,,,,,,0.0,1.0,Maison,82.0,4.0,S,sols,,,234.0,-0.52141,47.464317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,3719.512195121951,1
2024-589793,2024-03-22,1.0,Vente,200000.0,9.0,,RUE LOUIS GAIN,4950,49100.0,49007.0,Angers,49.0,,,49007000BY0827,,,541.0,73.08,598.0,,,,,,,,2.0,2.0,Appartement,80.0,3.0,,,,,,-0.541187,47.46999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,2500.0,0
2024-589794,2024-03-26,1.0,Vente,250000.0,17.0,,RUE DE LA CONCORDE,0270,49800.0,49353.0,Trélazé,49.0,,,49353000AV0075,,,,,,,,,,,,,0.0,1.0,Maison,118.0,4.0,S,sols,,,236.0,-0.465897,47.448216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,2118.64406779661,1
2024-589795,2024-03-19,1.0,Vente,115000.0,5033.0,,MOYER,B082,49400.0,49370.0,Verrie,49.0,,,493700000B0535,,,,,,,,,,,,,0.0,1.0,Maison,113.0,5.0,S,sols,,,3265.0,-0.165497,47.283802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,1017.6991150442478,1
2024-589796,2024-03-28,1.0,Vente,70000.0,3.0,,RUE DE L ABBE COLAS,0333,49350.0,49261.0,Gennes-Val-de-Loire,49.0,,,49261094AD0097,,,,,,,,,,,,,0.0,1.0,Maison,64.0,2.0,S,sols,,,28.0,-0.155769,47.309984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,1093.75,1
2024-589797,2024-03-18,1.0,Vente,310000.0,355.0,,CHE DU MESNIL,0561,49380.0,49345.0,Bellevigne-en-Layon,49.0,,,493450000E1350,,,,,,,,,,,,,0.0,1.0,Maison,137.0,5.0,S,sols,,,500.0,-0.523954,47.241143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,2262.7737226277372,1
2024-589801,2024-03-28,1.0,Vente,128400.0,20.0,,RUE KLEBER,4500,49000.0,49007.0,Angers,49.0,,,49007000DM0237,,,1.0,32.18,8.0,,,,,,,,2.0,2.0,Appartement,32.0,2.0,,,,,,-0.554696,47.45809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,4012.5,0
2024-589804,2024-03-28,1.0,Vente,279000.0,5.0,,SQ DE L ISORET,4122,49100.0,49007.0,Angers,49.0,,,49007000CH0020,,,,,,,,,,,,,0.0,1.0,Maison,89.0,5.0,S,sols,,,266.0,-0.521592,47.473764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,3134.8314606741574,1
2024-589811,2024-03-28,1.0,Vente,380000.0,17.0,,RUE SAINT JEAN,2270,49400.0,49328.0,Saumur,49.0,,,49328000AR0206,,,,,,,,,,,,,0.0,2.0,Appartement,65.0,3.0,S,sols,,,102.0,-0.076432,47.259715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,5846.153846153846,0
2024-589812,2024-03-29,1.0,Vente,130000.0,22.0,,RUE DU COMMERCE (CHAP ST FLORE,0477,49410.0,49244.0,Mauges-sur-Loire,49.0,,,49244075AB0539,,,,,,,,,,,,,0.0,1.0,Maison,120.0,4.0,S,sols,,,379.0,-1.057476,47.333704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,1083.3333333333333,1
2024-589814,2024-03-29,1.0,Vente,82590.91,32.0,,RUE GEORGETTE BOULESTREAU,1095,49100.0,49007.0,Angers,49.0,,,49007000AE0170,,,527.0,18.69,,,,,,,,,1.0,2.0,Appartement,18.0,1.0,,,,,,-0.553127,47.492219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,3,4588.3838888888895,0
